name,country_name,longitude,latitude,population,significance
Bỉm Sơn,Vietnam,20.07806,105.86028,53754,149743816
Jardines de la Silla (Jardines),Mexico,25.62944,-100.18778,53742,448568479
Ostrołęka,Poland,53.08621,21.57566,53740,841363260
Starachowice,Poland,51.0374,21.07126,53739,841347604
Markala,Mali,13.68427,-6.07352,53738,46156418
Hammamet,Tunisia,36.4,10.61667,53733,178383836
Bắc Giang,Vietnam,21.27307,106.1946,53728,149671388
Selebi-Phikwe,Botswana,-21.97895,27.84296,53727,360561382
Chystyakove,Ukraine,48.03876,38.59685,53725,189389409
Wheaton,United States,41.86614,-88.10701,53715,3413243281
Commerce City,United States,39.80832,-104.93387,53696,3412035953
Acton,United Kingdom,51.50901,-0.2762,53689,2162841954
Pitalito,Colombia,1.85371,-76.05071,53685,286289947
Santiago Teyahualco,Mexico,19.65985,-99.12493,53684,448084371
Charikar,Afghanistan,35.01361,69.17139,53676,27310800
Puerto Tejada,Colombia,3.23114,-76.41668,53674,286231286
Jinding,China,26.43903,99.44061,53667,563524732
Kandukūr,India,15.21542,79.9039,53662,101995729
Blois,France,47.59432,1.32912,53660,2094369138
Bisceglie,Italy,41.24264,16.50104,53648,1699364890
Sunām,India,30.12883,75.79943,53647,101967218
Hoboken,United States,40.74399,-74.03236,53635,3408159795
Watsonville,United States,36.91023,-121.75689,53628,3407714990
Gaddi Annaram,India,17.36687,78.5242,53622,101919701
Coatepec,Mexico,19.45229,-96.96148,53621,447558528
Sattenapalle,India,16.39381,80.15221,53603,101883587
Anapa,Russian Federation,44.89497,37.31623,53600,551792019
San Bartolomé de Tirajana,Spain,27.92481,-15.57329,53588,1450262436
Pamplona,Colombia,7.37565,-72.64795,53587,285767335
Acerra,Italy,40.94477,14.3714,53578,1697147556
Ercolano,Italy,40.80783,14.35012,53576,1697084204
Shendi,Sudan,16.6915,33.4341,53568,31898021
Fnidek,Morocco,35.84906,-5.35747,53559,163780673
Lake Havasu City,United States,34.4839,-114.32245,53553,3402949221
Papantla de Olarte,Mexico,20.44655,-97.32494,53546,446932526
Batac City,Philippines,18.0554,120.56489,53542,176625948
Washington,United Kingdom,54.9,-1.51667,53526,2156275558
Jinhua,China,26.538,99.91715,53523,562012675
Hiriyūr,India,13.94455,76.61723,53519,101723928
Buguruslan,Russian Federation,53.6554,52.442,53511,550875797
Challakere,India,14.318,76.65165,53506,101699219
El Viejo,Nicaragua,12.66348,-87.16663,53504,101938857
Menemen,Turkey,38.60754,27.06938,53489,456698125
Woburn,Canada,43.76657,-79.22773,53485,2313663560
Braintree,United Kingdom,51.87819,0.55292,53477,2154301611
Ilo,Peru,-17.63185,-71.34108,53476,327640743
Buzhuang,China,36.91218,119.5566,53474,561498155
Rampur Hat,India,24.17737,87.78275,53468,101626992
Brive-la-Gaillarde,France,45.1589,1.53326,53466,2086797248
Masaurhi Buzurg,India,25.35417,85.03195,53440,101573772
Arles,France,43.67681,4.63031,53431,2085431185
Revere,United States,42.40843,-71.01199,53422,3394625013
Shiquan,China,33.04083,108.23639,53422,560952135
Yangtun,China,34.88333,116.88333,53417,560899633
Kangāvar,Iran,34.5043,47.9653,53414,121920225
Suphan Buri,Thailand,14.47418,100.12218,53399,383887645
Beauvais,France,49.43333,2.08333,53393,2083948031
Nūzvīd,India,16.78854,80.84593,53391,101480637
Río Tercero,Argentina,-32.17301,-64.11405,53389,450705637
Joensuu,Finland,62.60118,29.76316,53388,2603907935
Cobán,Guatemala,15.47083,-90.37083,53375,245703252
Neu-Hohenschönhausen,Germany,52.56681,13.51255,53374,2466328715
Guliston,Uzbekistan,40.48972,68.78417,53373,89974333
Zhangfeng,China,24.19064,97.80191,53370,560406114
West New York,United States,40.78788,-74.01431,53366,3391066572
Pasrur,Pakistan,32.26286,74.66327,53364,63702389
Ipojuca,Brazil,-8.39889,-35.06389,53364,362706812
Los Polvorines,Argentina,-34.50316,-58.70596,53354,450410170
Shājāpur,India,23.42637,76.27775,53346,101395105
Puttūr,India,12.75975,75.20169,53331,101366595
Chaeryŏng-ŭp,North Korea,38.39917,125.61556,53330,59218245
Yucaipa,United States,34.03363,-117.04309,53328,3388651916
Campos do Jordão,Brazil,-22.73944,-45.59139,53319,362400954
Sedrata,Algeria,36.12868,7.53376,53318,176503189
Kāsaragod,India,12.49838,74.98959,53309,101324779
Châteauroux,France,46.81248,1.69362,53301,2080357238
São Tomé,Sao Tome and Principe,0.33654,6.72732,53300,115012896
Ajodhya,India,26.79909,82.2047,53293,101294368
Kateríni,Greece,40.26956,22.50608,53293,942017326
Sampang,Indonesia,-7.1872,113.2394,53269,206129106
Mubarakpur,India,26.08866,83.29088,53263,101237347
Ōami,Japan,35.51667,140.31667,53239,2105010393
Yousuo,China,26.02527,100.06771,53233,558967560
Gilroy,United States,37.00578,-121.56828,53231,3382488189
Mukō,Japan,34.96545,135.70415,53222,2104338232
Fryazevo,Russian Federation,55.73321,38.46458,53212,547797704
Phaltan,India,17.99113,74.43177,53202,101121404
Hamilton,United Kingdom,55.76667,-4.03333,53200,2143142766
Pensacola,United States,30.42131,-87.21691,53193,3380073533
Zhaozhuang,China,34.73889,116.45556,53193,558547544
Poinciana,United States,28.14029,-81.45841,53193,3380073533
Manokwari,Indonesia,-0.86291,134.06402,53190,205823408
Sandīla,India,27.06989,80.51497,53182,101083390
Tingo María,Peru,-9.29532,-75.99574,53177,325808807
Camaquã,Brazil,-30.85111,-51.81222,53169,361381427
Silivri,Turkey,41.07393,28.24644,53167,453948834
Cholet,France,47.05893,-0.87974,53160,2074853957
Zawiercie,Poland,50.48766,19.41679,53159,832267018
Ar Rastan,Syrian Arab Republic,34.92667,36.73241,53152,122715786
Sāgar,India,14.16498,75.02901,53150,101022567
Sinan,South Korea,34.8262,126.10863,53150,1673646871
Az Zulfī,Saudi Arabia,26.29945,44.81542,53144,1068742644
Naka,Japan,36.05,140.16667,53137,2100977428
Gummersbach,Germany,51.02608,7.56473,53131,2455100066
Rioverde,Mexico,21.93115,-99.99488,53128,443443604
Baruipur,India,22.36544,88.4325,53128,100980751
Tanjungagung,Indonesia,-3.93728,103.80465,53117,205540928
Gulariyā,Nepal,28.2058,81.34532,53107,61346172
Oosterhout,Netherlands,51.645,4.85972,53107,2782653677
Banes,Cuba,20.96116,-75.722,53104,483522053
Miryang,South Korea,35.49333,128.74889,53103,1672166883
Xankandi,Azerbaijan,39.8177,46.7528,53100,223779932
Fréjus,France,43.43325,6.73555,53098,2072434075
Thái Bình,Vietnam,20.45,106.34002,53071,147841167
Hatogaya-honchō,Japan,35.83314,139.7425,53062,2098012012
Ciudad de Huajuapan de León,Mexico,17.80787,-97.77956,53043,442734134
Mediaş,Romania,46.16667,24.35,53040,684008540
Lohārdagā,India,23.43305,84.67992,53032,100798284
Bartolomé Masó,Cuba,20.16635,-76.94291,53024,482793638
Carpi Centro,Italy,44.78237,10.8777,53024,1679598940
Kingsport,United States,36.54843,-82.56182,53014,3368699233
Makumbako,Tanzania,-8.85,34.83333,53003,55377040
Hassi Messaoud,Algeria,31.68041,6.07286,53000,175450486
Prievidza,Slovakia,48.77446,18.6275,52987,1015066110
Tangzhang,China,34.14779,117.25395,52985,556363462
Levittown,United States,40.15511,-74.82877,52983,3366729382
Imola,Italy,44.35916,11.7132,52981,1678236863
Alexandroupoli,Greece,40.84995,25.87644,52979,936467001
Deolāli,India,19.94404,73.83441,52958,100657631
Bagheria,Italy,38.07892,13.51237,52952,1677318254
Shāhābād,India,17.1307,76.94361,52952,100646227
Mercedes,Argentina,-34.65145,-59.43068,52949,446991192
Waiblingen,Germany,48.83241,9.31641,52945,2446505298
Crateús,Brazil,-5.17833,-40.6775,52933,359777372
Nueva Guinea,Nicaragua,11.68758,-84.45616,52929,100843335
Palm Beach Gardens,United States,26.82339,-80.13865,52923,3362916767
Pantin,France,48.89437,2.40935,52922,2065564732
Livny,Russian Federation,52.42534,37.60689,52915,544740199
Manfredonia,Italy,41.63065,15.91876,52911,1676019529
Tha Maka,Thailand,13.9,99.76667,52907,380350636
Enerhodar,Ukraine,47.49048,34.66199,52887,186435322
Patuto,Philippines,14.11667,120.96667,52883,174452019
Djamaa,Algeria,33.53388,5.99306,52882,175059861
Buseresere,Tanzania,-3.04877,31.88542,52870,55238083
Lingwu,China,38.10191,106.34017,52863,555082413
Taoyuan,China,33.85278,117.77028,52861,555061413
Istaravshan,Tajikistan,39.9142,69.00328,52851,45406300
Bobbili,India,18.57366,83.35925,52843,100439050
Chikhli,India,20.35046,76.25774,52841,100435249
Aversa,Italy,40.97259,14.20745,52830,1673453757
Limay,Philippines,14.56194,120.59833,52824,174257388
Verviers,Belgium,50.58907,5.86241,52824,2355653429
Zacapu,Mexico,19.82189,-101.78928,52806,440755966
Cocorote,Venezuela,10.31954,-68.78298,52803,895698065
Nordhorn,Germany,52.43081,7.06833,52803,2439943701
Port Shepstone,South Africa,-30.74137,30.45499,52793,268754118
Adilcevaz,Turkey,38.79911,42.73159,52781,450653101
Saint-Brieuc,France,48.51513,-2.76838,52774,2059788238
Konch,India,25.99451,79.15127,52773,100306000
Kudamatsu,Japan,34.0,131.86667,52772,2086545737
Milford,United States,41.22232,-73.0565,52759,3352495621
Beisu,China,38.15479,114.80689,52752,553916870
Bandar-e Genāveh,Iran,29.5791,50.517,52750,120404611
Kota Tinggi,Malaysia,1.7381,103.8999,52743,548621822
Şırnak,Turkey,37.51393,42.45432,52743,450328651
Delano,United States,35.76884,-119.24705,52733,3350843488
Colcapirhua,Bolivia,-17.3857,-66.23814,52732,165739075
Greifswald,Germany,54.09311,13.38786,52731,2436616694
Lunglei,India,22.89247,92.74218,52728,100220469
West Sacramento,United States,38.58046,-121.53023,52721,3350080965
Madīnat Ḩamad,Bahrain,26.11528,50.50694,52718,1192007567
Wulingyuan,China,29.34936,110.54407,52712,553496854
Malingshan,China,34.20351,118.3565,52711,553486353
Slobozia,Romania,44.5647,27.3633,52710,679752831
Pithāpuram,India,17.1168,82.25284,52709,100184355
Yartsevo,Russian Federation,55.06667,32.69639,52706,542588622
Huntersville,United States,35.41069,-80.84285,52704,3349000724
Amalāpuram,India,16.57868,82.00609,52690,100148242
Krasnokamsk,Russian Federation,58.0796,55.7552,52689,542413614
Ergani,Turkey,38.26899,39.75446,52684,449824899
Perth Amboy,United States,40.50677,-74.26542,52682,3347602765
Río Grande,Argentina,-53.78769,-67.70946,52681,444728758
Cuxhaven,Germany,53.86828,8.69902,52677,2434121439
Sherman Oaks,United States,34.15112,-118.44925,52677,3347285047
Ridder,Kazakhstan,50.34413,83.51287,52664,476911755
Hualong,China,36.94589,118.58864,52660,552950833
Tuni,India,17.35905,82.54607,52658,100087419
Wetzlar,Germany,50.56109,8.50495,52656,2433151062
Sumbawa Besar,Indonesia,-8.49317,117.42024,52654,203749309
Borūjen,Iran,31.96523,51.2873,52654,120185486
Sihor,India,21.71134,71.96179,52603,99982880
Dīglūr,India,18.54829,77.57695,52596,99969575
Zabīd,Yemen,14.1951,43.31518,52590,41411662
Southaven,United States,34.98898,-90.01259,52589,3341693212
Barbil,India,22.10194,85.37752,52586,99950568
Brentwood,United Kingdom,51.62127,0.30556,52586,2118407998
Amora,Portugal,38.62961,-9.11557,52577,1179674250
Saint Peters,United States,38.80033,-90.62651,52575,3340803602
Daxing,China,27.26369,100.86387,52568,551984797
Terbanggi Besar,Indonesia,-4.87898,105.21818,52566,203408785
Maiquetía,Venezuela,10.5945,-66.95624,52564,891643904
Caucagüito,Venezuela,10.48666,-66.73799,52556,891508200
Harrisonburg,United States,38.44957,-78.86892,52538,3338452490
Mongu,Zambia,-15.24835,23.12741,52534,55208994
Corroios,Portugal,38.64004,-9.1508,52520,1178395337
Biswān,India,27.49581,80.99618,52516,99817519
Peabody,United States,42.52787,-70.92866,52504,3336292008
Lautoka,Fiji,-17.61686,177.45049,52500,256280119
Bouïra,Algeria,36.37489,3.902,52500,173795293
Thongwa,Myanmar,16.75998,96.52498,52496,73505857
Placentia,United States,33.87224,-117.87034,52495,3335720116
Jaén,Peru,-5.70729,-78.80785,52493,321618025
Kosi,India,27.79449,77.4368,52492,99771902
Jette,Belgium,50.87309,4.33419,52490,2340758907
Lenexa,United States,38.95362,-94.73357,52490,3335402398
DeSoto,United States,32.58986,-96.85695,52486,3335148224
Mollet del Vallès,Spain,41.54026,2.21306,52484,1420384670
Pursat,Cambodia,12.53878,103.9192,52476,79381902
Ciudad Bolivia,Venezuela,8.35304,-70.57121,52476,890151159
Burlington,United States,36.09569,-79.4378,52472,3334258614
Manacapuru,Brazil,-3.29972,-60.62056,52459,356555668
Menden,Germany,51.44337,7.77825,52452,2423724543
Tromsø,Norway,69.6489,18.95508,52436,3533657428
Montauban,France,44.01759,1.3542,52434,2046517916
Tomiya,Japan,38.39306,140.88611,52433,2073142057
South Hill,United States,47.14121,-122.27012,52431,3331653327
Kyaiklat,Myanmar,16.44502,95.72373,52425,73406441
Charleville-Mézières,France,49.7685,4.72487,52415,2045776339
Sesvete,Croatia,45.83111,16.11639,52411,724763915
Shahr-e Bābak,Iran,30.1165,55.1186,52409,119626261
Albi,France,43.9298,2.148,52409,2045542157
Andradina,Brazil,-20.89611,-51.37944,52406,356195435
Barra do Garças,Brazil,-15.89,-52.25667,52398,356141060
Esher,United Kingdom,51.36969,-0.36693,52392,2110592778
Cascavel,Brazil,-4.13306,-38.24194,52357,355862390
Antratsyt,Ukraine,48.11503,39.09128,52353,184552885
Elkhart,United States,41.68199,-85.97667,52348,3326379210
Fredericton,Canada,45.94541,-66.66558,52337,2264003174
Bergkamen,Germany,51.61633,7.64451,52329,2418040906
Kamifukuoka,Japan,35.87266,139.51369,52323,2068792780
Ropar,India,30.96896,76.52695,52313,99431675
La Crosse,United States,43.80136,-91.23958,52306,3323710380
Ishioka,Japan,36.18333,140.26667,52304,2068041541
Naryn,Kyrgyzstan,41.42866,75.99111,52300,61379874
Dandeli,India,15.26667,74.61667,52295,99397463
Welland,Canada,42.98342,-79.24958,52293,2262099814
